evento;destino;funcionario;cargo;organismo;financiado_por;fecha_inicio;fecha_fin
2DA SERIE DE TALLERES SOBRE ASUNTOS CIBERNETICOS DE SEGURIDAD INTERNACIONAL;ESTADOS UNIDOS;Martino Eduardo;Asistente técnico;Secretaria de Infraestructura Tecnológica y País Digital;La Organización de los Estados Americanos;2018-02-25;2018-03-04
Reunión del Grupo de Trabajo 2 de la Comisión de Estudio 5 de la UIT;SUIZA;Sukenik María Victoria;Asesora;Ministerio de Modernización;Unión Internacional de Telecomunicaciones;2018-02-25;2018-03-09
GESTIÓN Y ENSEÑANAZA DEL DERECHO CLÍNICAS JURÍDICAS;ARGENTINA;MAURINO GUSTAVO DANIEL;DIRECTOR NACIONAL;Dirección Nacional de Promoción y Fortalecimiento para el Acceso a la Justicia;UNIVERSIDAD GASTON DACHARY;2017-11-22;2017-11-23
TXF AMERICAS 2018;ESTADOS UNIDOS;Perez Andrich Esteban;Director Nacional de Energías Renovables;Subsecretaría de Energías Renovables;TXF MEDIA;2018-02-06;2018-02-09
Taller de expertos en Derecho a la Privacidad;SUIZA;Bertoni Eduardo Andres;Director;Agencia de Acceso a la Información Pública;ONU;2018-02-18;2018-02-20
"Curso de Uso de Imágenes Satelitales en Estadísticas Agropecuarias""";ECUADOR;Ratti Farrel Ian;Analista técnico;Instituto Nacional de Estadística y Censos;FLACSO CHILE;2018-04-09;2018-04-14
Laboratorio de Innovación Ciudadana por la paz- LABIC;COLOMBIA;Carfi Natalia;Directora;M MOD;Secretaría General Iberoamericana;2018-02-22;2018-02-26
Reunión del equipo especial intercomisiones sobre el sistema de información de la OMM;SUIZA;TROISI Ariel Hernán;Jefe Departamento Oceanografía;Servicio de Hidrografía Naval;Organización Meteorológica Mundial;2018-03-05;2018-03-10
3er Simposio global de la CIPF sobre ePhyto y reunión previa y posterior;MALASIA;Alessandrini Walter Fabián;Líder de proyectos;Dirección de Tecnología de la Información;CIPF;2018-01-18;2018-01-29
Navegación a bordo de la Fragata Libertad. Ver IF adjunto;ARGENTINA;Mc Cormick Santiago Patricio;Coordinador General de Administración y Finanzas;Ministerio de Transporte;Armada de la República Argentina;2018-02-22;2018-02-25
Navegación a bordo de la Fragata Libertad. Ver IF adjunto.;ARGENTINA;López Saubidet Ramiro;Coordinador General de Obras y Servicios;Ministerio de Transporte;Armada República Argentina;2018-02-22;2018-02-25
Navegación a bordo de la Fragata Libertad. Ver IF adjunto;ARGENTINA;Valdez Diez Federico;Coordinador General de Operaciones Portuarias;Ministerio de Transporte;Armada República Argentina;2018-02-22;2018-02-25
First meeting of the Working Group on Forced Labour Statistic;BRASIL;Giner Valeria;Técnica Profesional;Dirección Nacional de Estadísticas de Condiciones de Vida;OIT;2018-03-20;2018-03-22
Foro Urbano Mundial;MALASIA;Tauzín Romeo Celeste;DELEGACIÓN TÉCNICO ADMINISTRATIVA;Ministerio del Interior, Obras Públicas y Vivienda;ONU HABITAT;2018-02-02;2018-02-14
Curso Inclusive Growth (IG);BRASIL;Giussi Guillermo Carlos;Director;Ministerio del Interior, Obras Públicas y Vivienda;FMI- Banco central de Brasiil;2018-02-04;2018-02-10
Foro Urbano Mundial;MALASIA;Barrera Mariana;DIRECTORA DE DESARROLLO SOSTENIBLE;Ministerio del Interior, Obras Públicas y Vivienda;ONU HABITAT;2018-02-04;2018-02-14
CLX Reunión del Directorio de CAF;BOLIVIA;Quirno Magrane Pablo;Jefe de Gabinete;MF;CAF;2017-07-03;2017-07-04
Significant Experiences in Holocaust Commemoration and Education. Understanding the Past - engaging with the Present Visit of Human Rights Delegation from Argentina, Paraguay and Uruguay to Amsterdam;HOLANDA;Schapira José Brian;Subsecretario de Protección de Derechos Humanos;Ministerio de Justicia y Derechos Humanos;Centro Ana Frank Argentina;2018-01-06;2018-01-12
ARGENTINA SEMIDE;ARGENTINA;CASTILLO CARRILLO MAXIMILIANO;SUBSECRETARIO;Jefatura de Gabinete de Ministros;CAF;2017-11-22;2017-11-23
xxxx;ARGENTINA;xxx XXX;xxx;Ministerio de Hacienda y Finanzas Públicas;xx;2017-01-01;2017-01-02
Jornadas sobre Ciberseguridad en Mercados Financieros de Iberoamérica;COLOMBIA;CARRATÚ JORGE EDUARDO;Asesor Especializado en Investigaciones;Ministerio de Finanzas;AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO;2017-11-13;2017-11-18
Jornadas sobre Inspección y Supervisión de Entidades intermediarios financieros en Iberoamérica;URUGUAY;SPITALERI Paula Gabriela;Subgerente de Supervisión de Agentes;Comisión Nacional de Valores;INSTITUTO IBEROAMERICANO DE MERCADO DE VALORES;2017-06-06;2017-06-09
Jornadas sobre Protección del Inversor: Regulación y Supervisión de la Comercialización de Instrumentos Financieros de Iberoamérica;GUATEMALA;Viggiano María Laura;Gerente;Comisión Nacional de Valores;Instituto Iberoaméricano de Mercado de Valores;2017-03-27;2017-04-02
Jornadas sobre Ciberseguridad en Mercados Financieros de IberoAmérica;COLOMBIA;Gaggino Marcelo;Gerentr;CNV#MF;IIMV;2017-11-13;2017-11-17
seminario “FINTECH Brazil”;BRASIL;Novakovich Ivan;A/C Subgerencia de Fideicomisos Financieros de Inversion;Comisión Nacional de Valores;Banco Interamericano de Desarrollo;2017-12-13;2017-12-15
Jornadas sobre Inspección y Supervisión de Entidades e Intermediarios Financieros en Iberoamérica (IIMV);URUGUAY;MARINO Leonardo;Profesional;Comisión Nacional de Valores;Instituto Iberoamericano de Mercados de Valores;2017-06-05;2017-06-09
"""Jornadas sobre inspección y supervisión de entidades e intermediarios financieros en Iberoamérica""";URUGUAY;Cerone Gonzalo;Abogado;Comisión Nacional de Valores;Comisión Nacional de Valores;2017-06-05;2017-06-09
Jornadas sobre Tendencias Internacionales de Regulación y Supervisión Financiera en Iberoamérica;PANAMÁ;Batan Ariel Enrique;a/c Gerencia de Asuntos Legales;Gerencia de Asuntos Legales;Instituto Iberoamericano de Mercados de Valores;2017-12-03;2017-12-07
Reuniones con actores del Sistema Educativo en la Ciudad de Helsinki;FINLANDIA;Ingaramo Poussif María Celeste;Responsable del Área de Relaciones Internacionales de la Secretaría de Emprendedores y de la Pequeña y Mediana Empresa;Ministerio de Producción;Global Entrepreneurship Network;2017-11-22;2017-11-24
Startup Nations Summit;ESTONIA;Mayer Mariano;Secretario de la Secretaría de Emprendedores y de la Pequeña y Mediana Empresa;Ministerio de Producción;Global Entrepreneurship Network;2017-11-18;2017-11-24
Startup Nations Summit;ESTONIA;Vivas Alejandra Paula;Agente de la Secretaría de Emprendedores y de la Pequeña y Mediana Empresa;Ministerio de Producción;Global Entrepreneurship Network;2017-11-18;2017-11-24
Financing Global Development: Leveraging Impact Investing for the SDG;ALEMANIA;Fama Malena Bárbara;Agente de la Secretaría;Ministerio de Producción;Ministerio Federal Alemán de Cooperación Económica y Desarrollo;2017-11-18;2017-11-23
GLOBAL COMMUNITY FORUM. TRUTH JUSTICE AND REMEMBRANCE Y 7TH EDITION OF THE GLOBAL DIPLOMACY LAB;ALEMANIA;KAHN SILVA MARIA JOSE;RESPONSABLE DE DESARROLLO DE PROGRAMAS EDUCATIVOS ARTÍSTICOS Y MUSEOGRÁFICOS;Ministerio de Justicia y Derechos Humanos;Robert Bosch Stiftung;2017-11-14;2017-11-23
INTERNATIONAL CONFERENCE ON EDUCATION AND THE HOLOCAUST;ESTADOS UNIDOS;KAHN SILVA MARIA JOSE;RESPONSABLE DE DESARROLLO DE PROGRAMAS EDUCATIVOS ARTISTICOS Y MUSEOGRAFICOS;Ministerio de Justicia y Derechos Humanos;UNESCO;2017-12-01;2017-12-10
11º Conferencia de la UNCTAD sobre Gestión de la Deuda.;SUIZA;Fraguas Marcela Laura;A cargo de la Coordinación de Informaciones sobre Mercados y Bases de Datos en la Dirección de Informaciones Financieras dependiente de la Oficina Nacional de Crédito Público;Ministerio de Finanzas;UNCTAD;2017-11-11;2017-11-19
Feria del Libro Universitario;ARGENTINA;Peretti Agustina;Directora Nacional;Secretaria de Integración Federal y Cooperación Internacional;Universidad Nacional de Salta;2017-10-27;2017-10-28
"Reunión de la Comisión de Estudio 5: ""Medioambiente, Cambio climático y Economía circular, del Sector de Normalización de la UIT";FRANCIA;SUKENIK MARIA VICTORIA;Asesora;Subsecretaría de Planeamiento;UNION INTERNACIONAL DE TELECOMUNICACIONES;2017-11-12;2017-11-24
"Curso ""Implementing Government Debt Management Strategies"" del Banco Mundial";AUSTRIA;Mendiz Constanza;Asesora de la Oficina Nacional de Crédito Público de la Sercretaria de Finanzas;Ministerio de Finanzas;Banco Mundial;2017-07-22;2017-07-31
Participar de la 156° Reunión del Directorio Ejecutivo;PARAGUAY;Soto Félix Martín;Subsecretario;Subsecretaría de Relaciones Financieras Internacionales;FONPLATA;2017-12-11;2017-12-13
Jornadas sobre Protección del Inversor: Regulación y Supervisión de la Comercialización de Instrumentos Financieros de Iberoamérica;GUATEMALA;SPITALERI Paula Gabriela;Subgerente de Agentes de Calificación de Riesgos;Comisión Nacional de Valores;INSTITUTO IBEROAMERICANO DE MERCADOS DE VALORES;2017-03-27;2017-04-02
SEMINARIO ANUAL DE DERECHOS HUMANOS Y DERECHO INTERNACIONAL HUMANITARIO EN WASHINGTON DC. EE.UU;ESTADOS UNIDOS;SZEINFELD JORGE CLAUDIO;DIRECTOR NACIONAL;Ministerio de Defensa;COLEGIO INTERAMERICANO DE DEFENSA (INTER-AMERICAN DEFENSE COLLEGE;2017-12-04;2017-12-11
Korea-LAC Business Summit 2017;COREA DEL SUR;Morea José Luis;Subsecretario de Participación Público Privada;Subsecretaría de Participación Público Privada;Banco Iberamericano de Desarrollo;2017-10-21;2017-10-24
II ENCUENTRO DE LUGARES E INICIATIVAS POR LA MEMORIA;PERÚ;VINOCUR ANDRES;DELEGADO TECNICO ADMINISTRATIVO;Ministerio de Justicia y Derechos Humanos;LUGAR DE LA MEMORIA LA TOLERANCIA Y LA INCLUSIÓN SOCIAL;2017-12-13;2017-12-16
"Awareness OCDE ""Anticorrupción, Transparencia, Lavado de Activos""";ARGENTINA;Scaglione Marcelo Alberto;Subsecretario, Representante ante la OCDE del Ministerio de Hacienda;Ministerio de Hacienda;Club Americano de Buenos Aires;2017-08-07;2017-08-08
4° Reunión de la Red Latinoamericana y del Caribe de Mejores Prácticas Regulatorias;COLOMBIA;Scaglione Marcelo Alberto;Subsecretario, Representante ante la OCDE del Ministerio de Hacienda;Ministerio de Hacienda;OCDE (Organización para la Cooperación y el Desarrollo Económicos);2017-03-15;2017-03-18
CLXI Reunión de Directorio;ECUADOR;Quirno Magrane Pablo;Jefe de Gabinete;MF;CAF;2017-12-03;2017-12-06
Curso Programación Financiera y Políticas Macroeconómicas con Meta;ESTADOS UNIDOS;Czerniawski Wanda Alina;C0;Ministerio de Finanzas;Fondo Monetario Internacional;2017-11-03;2017-11-27
11° Conferencia de la UNCTAD sobre Gestión de la Deuda;SUIZA;Carrasco Lucas María Eugenia;Analista;Ministerio de Finanzas;U.N.C.T.A.D.;2017-11-11;2017-11-26
11° Conferencia de la UNCTAD sobre Gestión de la Deuda;SUIZA;Granieri Alejandro Gustavo;Coordinador de la Unidad de Registro de la Deuda Pública;Ministerio de Finanzas;U.N.C.T.A.D.;2017-11-03;2017-11-19
semana de Capacitación sobre Eficiencia Energética en América Latina.;BRASIL;Bergel Marco;Director Nacional;SSAYEE;CAF BANCO DE DESARROLLO DE AMÉRICA LATINA;2017-11-26;2017-12-02
Seminario 2017;JAPÓN;Raffo Quintana Natalia;Analista;Subsecretaría de Relaciones Financieras Internacionales;JBIC Japan Bank International Cooperation;2017-11-04;2017-11-24
Semana de Capacitación sobre Eficiencia Energética en América Latina.;BRASIL;Vigier Fraser Natacha;Asesora;SSAYEE;CAF BANCO DE DESARROLLO DE AMÉRICA LATINA;2017-11-26;2017-12-02
XI Reunión Anual de la Red de Gobierno Electrónico de América Latina y del Caribe (Red GEALC).;REPÚBLICA DOMINICANA;ABADIE Daniel Alejandro;Subsecretario de Gobierno Digital;Ministerio de Modernización;Banco de Desarrollo Interamericano;2017-11-27;2017-12-01
semana de Capacitación sobre Eficiencia Energética en América Latina.;BRASIL;Galligani Sofia;Asesora;SSAYEE;CAF BANCO DE DESARROLLO DE AMÉRICA LATINA;2017-11-26;2017-12-02
3er Foro de Programas de Etiquetado de Eficiencia Energética de América Latina y el Caribe;COLOMBIA;Nava Sabrina;Asesora;SSAYEE;Organización de Estados Americanos (OEA), el Sistema Interamericano de Metrología (SIM), la Comisión Panamericana de Normas Técnicas (COPANT), la Cooperación Interamericana de Acreditación (IAAC) y el Physikalisch- Technische Bundesanstalt (PTB).;2017-11-06;2017-11-10
7TH EDITION OF THE GLOBAL DIPLOMACY LAB;ALEMANIA;ROSENFELDT PAOLA MARÍA;DIRECTORA DE PRODUCCIÓN MUSEOGRÁFICA Y CONTENIDOS;Ministerio de Justicia y Derechos Humanos;GLOBAL DIPLOMACY LAB;2017-11-19;2017-11-24
MUSEUMS ASSOCIATION CONFERENCE AND EXHIBITION;REINO UNIDO;ROSENFELDT PAOLA MARIA;DIRECTORA DE PRODUCCIÓN MUSEOGRÁFICA Y CONTENIDOS;Ministerio de Justicia y Derechos Humanos;MUSEUMS ASSOCIATION;2017-11-12;2017-11-19
Viaje de una Delegación de Expertos Mexicanos del sector Público y Privado en Eficiencia Energética;ALEMANIA;Segovia Roitman Alan;Asesor;SSAYEE;Alianza Energética entre México y Alemania (AE), Programa de Energía Sustentable de México (PES) de la Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ);2017-11-03;2017-11-12
CLXI reunión del Directorio de CAF;ECUADOR;Soto Félix Martín;Subsecretario;Subsecretaría de Relaciones Financieras Internacionales;CAF;2017-12-04;2017-12-06
"""Gender Summit 12""";CHILE;CAMPERO RICARDO AGUSTIN;SECRETARIO;Ministerio de Ciencia, Tecnología e Innovación Productiva;BANCO INTERAMERICANO DE DESARROLLO;2017-12-05;2017-12-05
7 TH EDITION OF THE GLOBAL DIPLOMACY LAB;ALEMANIA;NAFTAL ALEJANDRA JUDITH;DIRECTORA EJECUTIVA;Ministerio de Justicia y Derechos Humanos;GLOBAL DIPLOMACY LAB;2017-11-18;2017-11-28
7TH EDITION OF THE GLOBAL DIPLOMACY LAB;ALEMANIA;SCHONFELD SEBASTIÁN;DIRECTOR DE RELACIONES INSTITUCIONALES;Ministerio de Justicia y Derechos Humanos;GLOBAL DIPLOMACY LAB;2017-11-16;2017-11-23
5TH MEETING OF THE LATIN AMERICAN NETWORK ON CORPORATE GOVERNANCE OF STATE-OWNED ENTERPRISES;COLOMBIA;KANTOR MORA;SUBSECRETARIA DE INTEGRIDAD Y TRANSPARENCIA;Ministerio de Justicia y Derechos Humanos;OCDE;2017-11-29;2017-12-02
MUSEUMS ASSOCIATION CONFERENCE AND EXHIBITION;REINO UNIDO;NAFTAL ALEJANDRA JUDITH;DIRECTORA EJECUTIVA;Ministerio de Justicia y Derechos Humanos;MUSEUMS ASSOCIATION;2017-11-12;2017-11-18
Encuentro REDEPLAN 2017, Seminario Internacional: Mecanismos de financiamiento al desarrollo en el marco de la gestión para resultados;COSTA RICA;Carvalho Manuel Enrique;Asesor en Coordinación de Gestión por Resultados;Unidad Ministro;BID;2017-11-28;2017-12-01
“Seminario – Taller de Aplicación y Gestión de la Informática Médica”.;CHINA;Alemany Mariana Carolina;Analista;Subsecretaría de Políticas en Ciencia, Tecnología e Innovación Productiva;TAIWAN ICDF;2017-10-24;2017-11-10
"Programa de Visitantes de la República Federal de Alemania ""Prevención y lucha contra la Corrupción""";ALEMANIA;Arias Julieta;Asesora de Gabinete;Ministerio de Justicia y Derechos Humanos;Ministerio Federal de Relaciones Exteriores;2017-10-07;2017-10-14
XLVII Reunión Ordinaria del Consejo Directivo del CLAD 2017;ESPAÑA;Legorburu Pablo Martín;Secretario;SEP#MM;CLAD;2017-11-10;2017-11-15
Taller sobre Clasificaciones Internacionales;CUBA;Hoxter Patricia Doris;Coordinadora Sistema Nacional de Nomenclaturas;INSTTITUTO NACIONAL DE ESTADISTICA Y CENSOS;Naciones Unidas;2017-09-25;2017-09-29
23 Congreso de la UPAEP (Continuación);URUGUAY;Bassi Maria de las Mercedes;Asesora;Subsecretaría de Regulación;Unión Postal de las Américas, España y Portugal ión;2017-11-19;2017-11-22
VISITA AL PUERTO DE BAHIA BLANCA;ARGENTINA;SAUL MARIANO;JEFE GABINETE DE ASESORES;Ministerio de Transporte;PUERTO DE BAHIA BLANCA;2017-11-27;2017-11-30
Reunión Proyecto de integración integral BRAiN-BID;JAMAICA;HOURBEIGT Carlos;Director;Comisión Nacional de Valores;BRAIN;2017-05-16;2017-05-19
CONFERENCIA CAF: CIUDADES CON FUTURO;PERÚ;KLEMENSIEWICZ MARINA;SUBSECRETARIA DE HÁBITAT Y DESARROLLO HUMANO;Subsecretaría de Hábitat y Desarrollo Humano;BANCO DE DESARROLLO DE AMÉRICA LATINA - CAF;2017-11-01;2017-11-06
SEMINARIO DEL. PROPIEDAD INTELECTUAL;ESTADOS UNIDOS;PULVIRENTI ORLANDO DANIEL;DIRECTOR NACIONAL;Dirección Nacional del Registro Nacional de Empresas y Trabajadores de Admisión y Permanencia;EMBAJADA USA - USPTO;2017-11-06;2017-11-12
EE Korea Study Tour;COREA DEL SUR;Merlino Manuel;Asesor;SSAYEE;Banco Mundial;2017-10-27;2017-11-05
EL MUSEO REIMAGINADO 2017;COLOMBIA;KAHN SILVA MARIA JOSE;RESPONSABLE DE DESARROLLO DE PROGRAMAS EDUCATIVOS ARTISTICOS Y MUSEOGRÁFICOS;Ministerio de Justicia y Derechos Humanos;FUNDACIÓN WILLIAMS;2017-10-31;2017-11-05
EL MUSEO REIMAGINADO, ENCUENTRO DE PROFESIONALES DE MUSEOS DE AMÉRICA;COLOMBIA;NAFTAL ALEJANDRA JUDITH;DIRECTORA EJECUTIVA;Ministerio de Justicia y Derechos Humanos;EL MUSEO REIMAGINADO - MUSEO CASA DE LA MEMORIA DE MEDELLÍN;2017-10-29;2017-11-05
VI REUNI{ON PRESENCIAL DEL GRUPO DE TRABAJO;URUGUAY;LORENZETTI ANDREA;COORDINADORA AREA MERCADO DE TRABAJO E INDICADORES SOCIALES;Dirección Nacional de Estadísticas de Condiciones de Vida;FLACSO CHILE;2017-12-04;2017-12-07
Donación de tierras en favor del Estado Nacional del segundo nodo para el futuro Parque Nacional Iberá;ARGENTINA;Peña Marcos;Jefe de Gabinete de Ministros;Jefatura de Gabinete de Ministros;Fundación Flora y Fauna Argentina;2017-11-09;2017-11-12
Taller presencial “Entrenamiento en técnicas de diagnóstico de bacterias asociadas a HLB e insectos vectores”;BRASIL;GHERSI GISELLE;TECNICO PROFESIONAL;Servicio Nacional de Sanidad y Calidad Agroalimentaria;COSAVE;2017-11-20;2017-11-24
TALLER PRESENCIAL ENTRENAMIENTO EN TECNICAS DE DIAGNOSTICO DE BACTERIAS ASOCIADAS A HLB E INSECTOS VECTORES;BRASIL;Rodriguez Facundo Miguel;Tecnico;Servicio Nacional de Sanidad y Calidad Agroalimentaria;COSAVE;2017-11-20;2017-11-24
curso “Good Governance in a Complex World” en materia de Administración Pública  organizado por el Gobierno de Singapur a través del Singapore Cooperation Programme.;SINGAPUR;Duhalde Lucila Daphne;Asesora;Ministerio de Modernización;Singapore Cooperation Programme;2017-10-06;2017-10-15
Actividad presencial sobre “Las Normas Internacionales de Información Financiera, NIIF/NIC”;MÉXICO;ARANA Pilar;Profesional;Comisión Nacional de Valores;INSTITUTO IBEROAMERICANO DE MERCADOS DE VALORES;2017-07-11;2017-07-15
CLIX reunión del Directorio de CAF;PANAMÁ;Soto Félix Martín;Subsecretario;Subsecretaría de Relaciones Financieras Internacionales;CAF;2017-03-13;2017-03-15
